	loss	arch	us	ds	us_epochs	us_lr	us_bs	us_wd	ds_epochs	ds_lr	ds_bs	ds_wd	zero	1	5	10	20	full	100	200
156	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	64	1E-05	32	0.1	1.915	2.074	5.904	14.787	33.085	50.213		
157	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	64	1E-05	64	0.1	1.915	1.915	2.287	9.574	24.947	42.819		
158	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	64	1E-05	128	0.1	1.915	1.915	1.915	2.713	15.319	32.447		
159	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	64	3E-05	32	0.1	1.915	2.287	22.287	37.766	51.755	61.702		
160	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	64	3E-05	64	0.1	1.915	1.915	6.968	31.383	47.34	59.894		
161	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	64	3E-05	128	0.1	1.915	1.915	2.287	10.585	41.383	55.798		
162	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	64	0.0001	32	0.1	1.915	3.564	36.862	46.915	56.915	65		
163	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	64	0.0001	64	0.1	1.915	2.234	25.585	44.681	54.415	65		
164	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	64	0.0001	128	0.1	1.915	2.234	8.245	35.745	52.713	63.404		
165	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	128	1E-05	32	0.1	1.915	2.34	15.904	30.957	47.234	59.255		
166	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	128	1E-05	64	0.1	1.915	2.128	9.84	22.872	41.596	55.957		
167	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	128	1E-05	128	0.1	1.915	2.128	2.606	14.096	33.351	49.468		
168	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	128	3E-05	32	0.1	1.915	4.255	33.457	44.787	55.213	63.989		
169	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	128	3E-05	64	0.1	1.915	2.394	27.021	42.394	52.5	62.34		
170	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	128	3E-05	128	0.1	1.915	2.394	10.798	37.074	51.011	61.117		
171	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	128	0.0001	32	0.1	1.915	12.394	39.894	49.255	57.979	65.798		
172	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	128	0.0001	64	0.1	1.915	4.947	37.181	46.596	56.702	65.798		
173	CLIP	RN50	LAION2.7m	DTD	16	0.001	1024	0.1	128	0.0001	128	0.1	1.915	4.894	29.947	47.287	56.064	65.266		
174	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	64	1E-05	32	0.1	23.11	26.08	28.24	32.48	38.67	71.39		
175	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	64	1E-05	64	0.1	23.1	25.13	27.17	30.97	35.86	68.62		
176	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	64	1E-05	128	0.1	23.12	25.35	25.2	29.28	33.08	65.75		
177	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	64	3E-05	32	0.1	23.11	26.05	33.64	41.16	48.11	78.89		
178	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	64	3E-05	64	0.1	23.1	25.12	31.49	38.84	45.6	76.88		
179	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	64	3E-05	128	0.1	23.12	25.33	27.49	35.21	42.71	74.54		
180	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	64	0.0001	32	0.1	23.11	26.16	39.02	46.24	53.79	82.18		
181	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	64	0.0001	64	0.1	23.1	25.12	37.39	44.82	52.95	81.57		
182	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	64	0.0001	128	0.1	23.12	25.38	32.69	43.41	51.81	80.82		
183	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	128	1E-05	32	0.1	23.11	26.08	31.47	37.86	45.24	76.6		
184	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	128	1E-05	64	0.1	23.1	25.13	29.8	35.42	42.3	74.24		
185	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	128	1E-05	128	0.1	23.12	25.35	28.33	32.71	38.76	71.56		
186	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	128	3E-05	32	0.1	23.11	26.84	37.56	45.13	52.71	81.55		
187	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	128	3E-05	64	0.1	23.1	25.33	35.37	43.65	50.83	80.28		
188	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	128	3E-05	128	0.1	23.12	25.33	33.7	40.95	48.47	78.58		
189	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	128	0.0001	32	0.1	23.11	26.16	38.6	46.21	53.76	83.71		
190	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	128	0.0001	64	0.1	23.1	26.68	38.65	46.11	54.45	82.62		
191	CLIP	RN50	LAION2.7m	CIFAR100	16	0.001	1024	0.1	128	0.0001	128	0.1	23.12	25.38	37.71	45.55	53.22	81.93		
192	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	64	1E-05	32	0.1	1.809	2.713	8.138	14.521	28.457	42.128		
193	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	64	1E-05	64	0.1	1.809	2.606	3.351	10.16	21.862	35.638		
194	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	64	1E-05	128	0.1	1.809	2.606	2.5	3.83	14.787	28.404		
195	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	64	3E-05	32	0.1	1.809	2.979	21.064	31.809	44.468	54.84		
196	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	64	3E-05	64	0.1	1.809	2.606	8.723	27.128	41.33	53.511		
197	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	64	3E-05	128	0.1	1.809	2.606	3.298	11.117	34.415	48.723		
198	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	64	0.0001	32	0.1	1.809	4.468	31.17	40.16	49.947	59.309		
199	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	64	0.0001	64	0.1	1.809	2.766	23.936	38.723	49.734	58.883		
200	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	64	0.0001	128	0.1	1.809	2.766	9.787	29.468	46.915	57.872		
201	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	128	1E-05	32	0.1	1.809	2.979	16.064	26.17	40.426	52.447		
202	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	128	1E-05	64	0.1	1.809	2.66	10.691	21.011	34.84	48.67		
203	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	128	1E-05	128	0.1	1.809	2.66	4.202	14.043	28.404	41.862		
204	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	128	3E-05	32	0.1	1.809	5.266	28.032	38.511	48.511	57.979		
205	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	128	3E-05	64	0.1	1.809	3.032	25.106	36.277	47.181	57.128		
206	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	128	3E-05	128	0.1	1.809	2.979	11.436	31.277	44.362	54.894		
207	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	128	0.0001	32	0.1	1.809	11.862	34.309	42.181	53.245	61.064		
208	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	128	0.0001	64	0.1	1.809	6.489	32.447	42.074	50.691	60.851		
209	CLIP	RN50	WIT2.7m	DTD	16	0.001	1024	0.1	128	0.0001	128	0.1	1.809	6.489	25.798	39.468	50.638	59.149		
210	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	64	1E-05	32	0.1	2.58	11.26	13.86	17.84	23.86	62.25		
211	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	64	1E-05	64	0.1	2.58	10.73	13.5	15.25	20.59	58.14		
212	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	64	1E-05	128	0.1	2.58	10.81	11.93	14.08	17.82	54.2		
213	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	64	3E-05	32	0.1	2.58	12.12	19.11	27.25	34.84	72.39		
214	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	64	3E-05	64	0.1	2.58	11.2	17.54	24.16	31.69	70.05		
215	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	64	3E-05	128	0.1	2.58	10.84	13.81	20.78	28.34	66.23		
216	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	64	0.0001	32	0.1	2.58	13.13	26.47	34.46	42.6	79.47		
217	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	64	0.0001	64	0.1	2.58	11.68	24.71	32.61	40.73	77.48		
218	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	64	0.0001	128	0.1	2.58	11.36	18.33	30.21	37.89	75.33		
219	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	128	1E-05	32	0.1	2.58	12.21	17.23	24.09	30.88	69.34		
220	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	128	1E-05	64	0.1	2.58	11.49	15.25	20.28	27.81	66.4		
221	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	128	1E-05	128	0.1	2.58	11.04	13.97	17.34	23.79	62.8		
222	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	128	3E-05	32	0.1	2.58	13.81	24.33	32.57	40.56	77		
223	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	128	3E-05	64	0.1	2.58	12.03	22.03	30.18	37.52	75.15		
224	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	128	3E-05	128	0.1	2.58	11.53	19.69	27.07	34.77	72.41		
225	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	128	0.0001	32	0.1	2.58	15.18	28.04	36.43	44.21	81.62		
226	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	128	0.0001	64	0.1	2.58	13.52	28.32	35.26	42.91	79.77		
227	CLIP	RN50	WIT2.7m	CIFAR100	16	0.001	1024	0.1	128	0.0001	128	0.1	2.58	12.36	26.19	34.08	41.68	78.65		
228	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	64	1E-05	32	0.1	2.234	2.606	5.904	14.628	33.351	51.064		
229	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	64	1E-05	64	0.1	2.234	2.713	3.298	9.255	23.989	44.681		
230	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	64	1E-05	128	0.1	2.234	2.713	2.66	3.404	15.585	33.085		
231	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	64	3E-05	32	0.1	2.234	2.872	21.064	39.202	53.777	64.681		
232	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	64	3E-05	64	0.1	2.234	2.766	6.33	31.17	50.053	62.128		
233	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	64	3E-05	128	0.1	2.234	2.766	3.191	10.16	43.83	58.191		
234	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	64	0.0001	32	0.1	2.234	4.043	39.309	50.745	59.149	67.979		
235	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	64	0.0001	64	0.1	2.234	3.032	25.16	47.394	58.883	67.553		
236	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	64	0.0001	128	0.1	2.234	3.032	7.819	36.011	56.33	66.702		
237	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	128	1E-05	32	0.1	2.234	3.138	14.096	30.053	49.415	61.862		
238	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	128	1E-05	64	0.1	2.234	2.766	9.362	21.489	42.979	57.074		
239	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	128	1E-05	128	0.1	2.234	2.766	3.511	14.309	33.351	50.691		
240	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	128	3E-05	32	0.1	2.234	4.734	33.936	48.83	58.298	67.606		
241	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	128	3E-05	64	0.1	2.234	3.245	28.351	44.149	56.702	66.543		
242	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	128	3E-05	128	0.1	2.234	3.245	10.053	39.043	54.202	64.468		
243	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	128	0.0001	32	0.1	2.234	11.383	43.883	51.755	60.745	68.564		
244	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	128	0.0001	64	0.1	2.234	5.319	40.638	51.117	59.628	68.404		
245	CLIP	RN50	Shutterstock2.7m	DTD	16	0.001	1024	0.1	128	0.0001	128	0.1	2.234	5.319	30.053	49.521	59.202	67.872		
246	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	64	1E-05	32	0.1	9.8	18.12	23.6	28.33	36.06	71.42		
247	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	64	1E-05	64	0.1	9.79	16.92	21.94	25.88	31.45	68.73		
248	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	64	1E-05	128	0.1	9.79	17.15	19.77	23.74	28.04	65.56		
249	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	64	3E-05	32	0.1	9.8	19.58	30.49	39.02	47.76	78.87		
250	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	64	3E-05	64	0.1	9.79	17.98	27.34	36.18	44.73	76.94		
251	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	64	3E-05	128	0.1	9.79	17.18	22.14	31.16	40.66	74.81		
252	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	64	0.0001	32	0.1	9.8	21.51	37.77	44.81	53.14	82.15		
253	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	64	0.0001	64	0.1	9.79	20	36.1	43.99	52.26	81.64		
254	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	64	0.0001	128	0.1	9.79	18.45	29.21	42.44	50.7	80.89		
255	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	128	1E-05	32	0.1	9.8	20.55	27.51	35.51	44.18	76.72		
256	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	128	1E-05	64	0.1	9.79	18.9	25.37	31.68	40.25	74.46		
257	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	128	1E-05	128	0.1	9.79	17.15	23.22	28.19	35.77	72.08		
258	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	128	3E-05	32	0.1	9.8	22.79	35.96	44.19	52	81.41		
259	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	128	3E-05	64	0.1	9.79	20.64	33.48	42.11	50.53	80.64		
260	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	128	3E-05	128	0.1	9.79	18.92	30.48	38.85	47.89	79.16		
261	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	128	0.0001	32	0.1	9.8	22.28	38.09	45.36	52.51	83.27		
262	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	128	0.0001	64	0.1	9.79	22.67	38.7	45.91	53.17	82.5		
263	CLIP	RN50	Shutterstock2.7m	CIFAR100	16	0.001	1024	0.1	128	0.0001	128	0.1	9.79	20.7	37.67	45.87	53.16	82.24		
264	CLIP	RN50	CC3m	CALTECH101	16	0.001	512	0.1	128	3E-05	128	0.1	1.036	1.036	24.458	47.748	Nan	77.581		
265	CLIP	RN50	CC3m	CALTECH101	16	0.001	512	0.1	128	0.0001	128	0.1	1.036	2.268	50.69	69.51	Nan	84.78		
266	CLIP	RN50	CC3m	CALTECH101	16	0.001	512	0.1	128	0.0003	128	0.1	1.036	10.815	59.04	74.178	Nan	86.078		
267	CLIP	RN50	CC12m	CALTECH101	16	0.001	1024	0.1	128	3E-05	128	0.1	1.266	1.496	22.567	45.825	Nan	75.493		
268	CLIP	RN50	CC12m	CALTECH101	16	0.001	1024	0.1	128	0.0001	128	0.1	1.266	1.709	46.121	66.946	Nan	83.695		
269	CLIP	RN50	CC12m	CALTECH101	16	0.001	1024	0.1	128	0.0003	128	0.1	1.266	7.018	43.245	71.663	Nan	85.717		
270	CLIP	RN50	Redcaps2.7m	CALTECH101	16	0.001	1024	0.1	128	3E-05	128	0.1	1.233	1.43	29.684	50.69	Nan	76.824		
271	CLIP	RN50	Redcaps2.7m	CALTECH101	16	0.001	1024	0.1	128	0.0001	128	0.1	1.233	4.109	51.808	68.623	Nan	83.859		
272	CLIP	RN50	Redcaps2.7m	CALTECH101	16	0.001	1024	0.1	128	0.0003	128	0.1	1.233	13.445	58.629	73.817	Nan	85.815		
273	CLIP	RN50	YFCC2.7m	CALTECH101	16	0.001	1024	0.1	128	3E-05	128	0.1	0.394	1.167	18.047	37.722	Nan	71.483		
274	CLIP	RN50	YFCC2.7m	CALTECH101	16	0.001	1024	0.1	128	0.0001	128	0.1	0.394	1.496	42.406	62.59	Nan	80.654		
275	CLIP	RN50	YFCC2.7m	CALTECH101	16	0.001	1024	0.1	128	0.0003	128	0.1	0.394	5.687	52.202	69.181	Nan	83.235		
276	CLIP	RN50	LAION2.7m	CALTECH101	16	0.001	1024	0.1	128	3E-05	128	0.1	1.183	1.233	25.674	55.293	Nan	79.471		
277	CLIP	RN50	LAION2.7m	CALTECH101	16	0.001	1024	0.1	128	0.0001	128	0.1	1.183	1.512	55.753	71.565	Nan	85.651		
278	CLIP	RN50	LAION2.7m	CALTECH101	16	0.001	1024	0.1	128	0.0003	128	0.1	1.183	11.933	61.341	75.049	Nan	86.884		
279	CLIP	RN50	WIT2.7m	CALTECH101	16	0.001	1024	0.1	128	3E-05	128	0.1	1.216	1.348	21.17	43.327	Nan	70.644		
280	CLIP	RN50	WIT2.7m	CALTECH101	16	0.001	1024	0.1	128	0.0001	128	0.1	1.216	1.66	45.842	62.344	Nan	79.405		
281	CLIP	RN50	WIT2.7m	CALTECH101	16	0.001	1024	0.1	128	0.0003	128	0.1	1.216	8.892	52.696	68.787	Nan	82.38		
282	CLIP	RN50	Shutterstock2.7m	CALTECH101	16	0.001	1024	0.1	128	3E-05	128	0.1	1.052	1.364	23.504	50.329	Nan	77.696		
283	CLIP	RN50	Shutterstock2.7m	CALTECH101	16	0.001	1024	0.1	128	0.0001	128	0.1	1.052	1.94	51.545	69.905	Nan	84.845		
284	CLIP	RN50	Shutterstock2.7m	CALTECH101	16	0.001	1024	0.1	128	0.0003	128	0.1	1.052	9.944	58.383	74.803	Nan	86.308		
285	CLIP	RN50	CC3m	PETS	16	0.001	512	0.1	128	3E-05	128	0.1	2.89	2.808	5.562	16.167	41.33	77.999		
286	CLIP	RN50	CC3m	PETS	16	0.001	512	0.1	128	0.0001	128	0.1	2.89	3.462	17.503	37.35	61.696	85.06		
287	CLIP	RN50	CC3m	PETS	16	0.001	512	0.1	128	0.0003	128	0.1	2.89	6.679	28.708	45.883	67.884	86.178		
288	CLIP	RN50	CC3m	CLIPART	16	0.001	512	0.1	128	3E-05	128	0.1	0.431	0.29	5.971	17.536	32.638	65.035		
289	CLIP	RN50	CC3m	CLIPART	16	0.001	512	0.1	128	0.0001	128	0.1	0.431	1.159	14.783	29.333	43.754	69.657		
290	CLIP	RN50	CC3m	CLIPART	16	0.001	512	0.1	128	0.0003	128	0.1	0.431	3.188	20.348	34.609	48.319	72.211		
291	CLIP	RN50	CC3m	REAL	16	0.001	512	0.1	128	3E-05	128	0.1	0.261	1.449	11.884	25.884	43.551	78.628		
292	CLIP	RN50	CC3m	REAL	16	0.001	512	0.1	128	0.0001	128	0.1	0.261	3.768	27.014	39.478	52.377	80.602		
293	CLIP	RN50	CC3m	REAL	16	0.001	512	0.1	128	0.0003	128	0.1	0.261	8.986	31.652	43.449	54.623	82.702		
294	CLIP	RN50	CC12m	PETS	16	0.001	1024	0.1	128	3E-05	128	0.1	2.072	3.026	6.107	12.786	34.406	77.045		
295	CLIP	RN50	CC12m	PETS	16	0.001	1024	0.1	128	0.0001	128	0.1	2.072	4.117	14.831	32.688	58.833	84.269		
296	CLIP	RN50	CC12m	PETS	16	0.001	1024	0.1	128	0.0003	128	0.1	2.072	6.352	26.254	42.067	64.613	85.523		
297	CLIP	RN50	CC12m	CLIPART	16	0.001	1024	0.1	128	3E-05	128	0.1	0.377	0.87	5.565	15.71	32.565	65.514		
298	CLIP	RN50	CC12m	CLIPART	16	0.001	1024	0.1	128	0.0001	128	0.1	0.377	1.159	15.362	29.652	44.362	70.314		
299	CLIP	RN50	CC12m	CLIPART	16	0.001	1024	0.1	128	0.0003	128	0.1	0.377	3.768	19.826	35.739	48.826	72.389		
300	CLIP	RN50	CC12m	REAL	16	0.001	1024	0.1	128	3E-05	128	0.1	0.177	1.449	10.087	25.71	43.13	78.753		
301	CLIP	RN50	CC12m	REAL	16	0.001	1024	0.1	128	0.0001	128	0.1	0.177	4.058	26.319	40.087	52.971	80.898		
302	CLIP	RN50	CC12m	REAL	16	0.001	1024	0.1	128	0.0003	128	0.1	0.177	8.986	30.783	43.913	55.377	82.748		
303	CLIP	RN50	Redcaps2.7m	PETS	16	0.001	1024	0.1	128	3E-05	128	0.1	2.345	3.353	6.216	15.24	39.831	81.843		
304	CLIP	RN50	Redcaps2.7m	PETS	16	0.001	1024	0.1	128	0.0001	128	0.1	2.345	4.335	17.748	36.641	64.885	86.369		
305	CLIP	RN50	Redcaps2.7m	PETS	16	0.001	1024	0.1	128	0.0003	128	0.1	2.317	7.879	29.226	48.855	71.401	87.841		
